q_strict,bic_impl,num_params,lnpZ_det_expected,lnpZ_observed,lnpZ_abs_err,scf,s_laplace_post,rank_F,rmse_Z,rmse_X,mstep_q_n_iters,mstep_q_n_decreased,mstep_q_min_diff,mstep_q_history,nan_occurred,nan_count,q_bic_failed,numerics_mode,runtime_s,sum_log_det_A_post,slogdet_sign_all_pos,n_slogdet_sign_violations,min_eig_A,max_eig_A,mean_log_det_A_per_node,max_abs_asym_A,n_A_evaluated,scenario,n,d,K_TRUE,trial,k_est,family_x,family_y,L,num_iter,seed_data,seed_model,x_hash,y_hash,hash_version,n_warnings,warning_details,internal_retry,internal_retry_detected,internal_retry_indices,internal_retry_max_index,internal_retry_n_resets,implementation_lineage
-3547.931885775947,7160.626093254939,15,-106.42038999035044,-106.42038999035046,1.4210854715202004e-14,6947.785313274238,7202.194621406711,1,0.9772864566005672,1.7109561981523267,8,0,0.20985696111893049,"[{""iteration"": 1, ""q_before"": -3983.0719201505567, ""q_after"": -3682.591072051144, ""q_diff"": 300.4808480994129, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3635.0921154731873, ""q_after"": -3552.487644383832, ""q_diff"": 82.60447108935523, ""decreased"": false}, {""iteration"": 3, ""q_before"": -3550.29227443743, ""q_after"": -3548.120753035647, ""q_diff"": 2.1715214017831386, ""decreased"": false}, {""iteration"": 4, ""q_before"": -3553.446095933815, ""q_after"": -3552.938355246076, ""q_diff"": 0.5077406877389876, ""decreased"": false}, {""iteration"": 5, ""q_before"": -3551.069148095375, ""q_after"": -3550.5959837861096, ""q_diff"": 0.4731643092654849, ""decreased"": false}, {""iteration"": 6, ""q_before"": -3547.4214609202472, ""q_after"": -3547.0493987587506, ""q_diff"": 0.37206216149661486, ""decreased"": false}, {""iteration"": 7, ""q_before"": -3549.679785247582, ""q_after"": -3549.4591069494445, ""q_diff"": 0.22067829813749995, ""decreased"": false}, {""iteration"": 8, ""q_before"": -3548.141742737066, ""q_after"": -3547.931885775947, ""q_diff"": 0.20985696111893049, ""decreased"": false}]",False,0,False,consistent,7.46,254.40930813247297,True,0,23.270648556564005,36.5353935146573,3.3921241084329727,0.0,375,A,75,15,3,1,1,poisson,bernoulli,5,8,150001,151011,e142adebc40602556f73dcdbcfab3cbcde647d0bc8b040d55cbc7b815f215646,076dec3d431fc6692244c30a8118be109a20eb994035e6b6769ab127f0aa2127,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
-3083.199287002262,6291.605729297076,29,-212.8407799807009,-212.84077998070092,2.842170943040401e-14,5865.924169335674,6380.21748640191,2,0.5725630790870749,1.3829361443124317,8,0,0.5460324397568002,"[{""iteration"": 1, ""q_before"": -3964.221641327716, ""q_after"": -3456.4796611310803, ""q_diff"": 507.7419801966357, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3277.7703963891418, ""q_after"": -3120.326553265938, ""q_diff"": 157.4438431232038, ""decreased"": false}, {""iteration"": 3, ""q_before"": -3104.3670405679145, ""q_after"": -3091.625471637738, ""q_diff"": 12.741568930176527, ""decreased"": false}, {""iteration"": 4, ""q_before"": -3090.6313397938784, ""q_after"": -3088.8997331856035, ""q_diff"": 1.7316066082748875, ""decreased"": false}, {""iteration"": 5, ""q_before"": -3090.144288148015, ""q_after"": -3089.26639942898, ""q_diff"": 0.877888719035127, ""decreased"": false}, {""iteration"": 6, ""q_before"": -3089.3911683487004, ""q_after"": -3088.527401195036, ""q_diff"": 0.863767153664412, ""decreased"": false}, {""iteration"": 7, ""q_before"": -3092.4437289417515, ""q_after"": -3091.8976965019947, ""q_diff"": 0.5460324397568002, ""decreased"": false}, {""iteration"": 8, ""q_before"": -3084.1219172888386, ""q_after"": -3083.199287002262, ""q_diff"": 0.9226302865768048, ""decreased"": false}]",False,0,False,consistent,8.13,514.2933170662357,True,0,14.67357130741722,50.69449261071825,6.85724422754981,2.6645352591003757e-15,375,A,75,15,3,1,2,poisson,bernoulli,5,8,150001,151012,e142adebc40602556f73dcdbcfab3cbcde647d0bc8b040d55cbc7b815f215646,076dec3d431fc6692244c30a8118be109a20eb994035e6b6769ab127f0aa2127,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
-2896.2657114018925,5973.86592357231,42,-319.26116997105134,-319.26116997105134,0.0,5335.343583630207,6065.895453590899,3,0.2948227555848529,1.1190409490833417,8,0,1.605444777311277,"[{""iteration"": 1, ""q_before"": -3954.0040290717793, ""q_after"": -3446.00538966922, ""q_diff"": 507.9986394025591, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3103.146313664236, ""q_after"": -2941.573115206683, ""q_diff"": 161.5731984575532, ""decreased"": false}, {""iteration"": 3, ""q_before"": -2934.668914964849, ""q_after"": -2921.6079579115362, ""q_diff"": 13.060957053312904, ""decreased"": false}, {""iteration"": 4, ""q_before"": -2915.860588887642, ""q_after"": -2912.546835322411, ""q_diff"": 3.3137535652308543, ""decreased"": false}, {""iteration"": 5, ""q_before"": -2898.4155424349115, ""q_after"": -2895.923189281592, ""q_diff"": 2.4923531533195273, ""decreased"": false}, {""iteration"": 6, ""q_before"": -2898.42059714252, ""q_after"": -2896.511290748188, ""q_diff"": 1.9093063943319066, ""decreased"": false}, {""iteration"": 7, ""q_before"": -2903.5400060990532, ""q_after"": -2901.076211450887, ""q_diff"": 2.4637946481661857, ""decreased"": false}, {""iteration"": 8, ""q_before"": -2897.871156179204, ""q_after"": -2896.2657114018925, ""q_diff"": 1.605444777311277, ""decreased"": false}]",False,0,False,consistent,8.34,730.5518699606916,True,0,11.117931788269283,51.80162049785638,9.74069159947589,3.552713678800501e-15,375,A,75,15,3,1,3,poisson,bernoulli,5,8,150001,151013,e142adebc40602556f73dcdbcfab3cbcde647d0bc8b040d55cbc7b815f215646,076dec3d431fc6692244c30a8118be109a20eb994035e6b6769ab127f0aa2127,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
-2952.4227606994245,6137.9898795298095,54,-425.6815599614018,-425.6815599614018,0.0,5286.626759607006,6136.110206115326,4,0.6093540969652856,1.1129557133203145,8,0,4.478365878343084,"[{""iteration"": 1, ""q_before"": -4044.6752526956257, ""q_after"": -3476.2113083425534, ""q_diff"": 568.4639443530723, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3151.4009521391217, ""q_after"": -3023.1650664169456, ""q_diff"": 128.23588572217614, ""decreased"": false}, {""iteration"": 3, ""q_before"": -3005.730393603076, ""q_after"": -2994.250938430142, ""q_diff"": 11.479455172934195, ""decreased"": false}, {""iteration"": 4, ""q_before"": -2975.9403709659114, ""q_after"": -2970.7679578413, ""q_diff"": 5.172413124611467, ""decreased"": false}, {""iteration"": 5, ""q_before"": -2957.812061897766, ""q_after"": -2952.7753620923554, ""q_diff"": 5.036699805410535, ""decreased"": false}, {""iteration"": 6, ""q_before"": -2980.901512196263, ""q_after"": -2976.3554733923697, ""q_diff"": 4.546038803893225, ""decreased"": false}, {""iteration"": 7, ""q_before"": -2971.1222168260983, ""q_after"": -2966.235124821968, ""q_diff"": 4.887092004130409, ""decreased"": false}, {""iteration"": 8, ""q_before"": -2956.9011265777676, ""q_after"": -2952.4227606994245, ""q_diff"": 4.478365878343084, ""decreased"": false}]",False,0,False,consistent,8.48,849.4834465083202,True,0,3.484064005427255,44.91792292924753,11.326445953444273,3.552713678800501e-15,375,A,75,15,3,1,4,poisson,bernoulli,5,8,150001,151014,e142adebc40602556f73dcdbcfab3cbcde647d0bc8b040d55cbc7b815f215646,076dec3d431fc6692244c30a8118be109a20eb994035e6b6769ab127f0aa2127,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
-3019.5059775933214,6319.648682566503,65,-532.1019499517522,-532.1019499517522,0.0,5255.4447826629985,6229.627607499457,5,0.6244822587390784,1.135117731149573,8,0,4.081986030673761,"[{""iteration"": 1, ""q_before"": -3940.9980095339197, ""q_after"": -3437.382779665041, ""q_diff"": 503.6152298688785, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3156.747431430374, ""q_after"": -3084.9177902687725, ""q_diff"": 71.82964116160156, ""decreased"": false}, {""iteration"": 3, ""q_before"": -3044.1429682331736, ""q_after"": -3027.401250782774, ""q_diff"": 16.741717450399847, ""decreased"": false}, {""iteration"": 4, ""q_before"": -3029.7494785169342, ""q_after"": -3024.1197987540827, ""q_diff"": 5.629679762851538, ""decreased"": false}, {""iteration"": 5, ""q_before"": -3010.6348205365157, ""q_after"": -3006.552834505842, ""q_diff"": 4.081986030673761, ""decreased"": false}, {""iteration"": 6, ""q_before"": -3013.910801400574, ""q_after"": -3008.6590906732004, ""q_diff"": 5.2517107273738475, ""decreased"": false}, {""iteration"": 7, ""q_before"": -3014.322251189716, ""q_after"": -3009.26166190943, ""q_diff"": 5.060589280285967, ""decreased"": false}, {""iteration"": 8, ""q_before"": -3025.121635944332, ""q_after"": -3019.5059775933214, ""q_diff"": 5.615658351010552, ""decreased"": false}]",False,0,False,consistent,8.54,974.1828248364578,True,0,3.4899370251786843,43.01920047244421,12.989104331152765,5.329070518200751e-15,375,A,75,15,3,1,5,poisson,bernoulli,5,8,150001,151015,e142adebc40602556f73dcdbcfab3cbcde647d0bc8b040d55cbc7b815f215646,076dec3d431fc6692244c30a8118be109a20eb994035e6b6769ab127f0aa2127,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
-3077.598447755005,6479.008504025233,75,-638.5223399421027,-638.5223399421027,0.0,5201.963824141028,6289.187528539111,6,0.6967505891214073,1.107942678520454,8,0,5.5378053688205,"[{""iteration"": 1, ""q_before"": -4013.881339818015, ""q_after"": -3548.678355185365, ""q_diff"": 465.20298463265, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3234.3584932774756, ""q_after"": -3160.159041085042, ""q_diff"": 74.19945219243345, ""decreased"": false}, {""iteration"": 3, ""q_before"": -3139.706280559786, ""q_after"": -3126.5315949598707, ""q_diff"": 13.174685599915392, ""decreased"": false}, {""iteration"": 4, ""q_before"": -3112.4647057996613, ""q_after"": -3102.734065857934, ""q_diff"": 9.730639941727077, ""decreased"": false}, {""iteration"": 5, ""q_before"": -3126.1846286501777, ""q_after"": -3118.8343028476547, ""q_diff"": 7.3503258025230025, ""decreased"": false}, {""iteration"": 6, ""q_before"": -3106.7992913792546, ""q_after"": -3101.261486010434, ""q_diff"": 5.5378053688205, ""decreased"": false}, {""iteration"": 7, ""q_before"": -3099.2702765455656, ""q_after"": -3091.9523053760945, ""q_diff"": 7.317971169471093, ""decreased"": false}, {""iteration"": 8, ""q_before"": -3087.513684006219, ""q_after"": -3077.598447755005, ""q_diff"": 9.915236251214083, ""decreased"": false}]",False,0,False,consistent,8.62,1087.2237043980826,True,0,2.520891854256745,41.780389347543704,14.496316058641101,3.552713678800501e-15,375,A,75,15,3,1,6,poisson,bernoulli,5,8,150001,151016,e142adebc40602556f73dcdbcfab3cbcde647d0bc8b040d55cbc7b815f215646,076dec3d431fc6692244c30a8118be109a20eb994035e6b6769ab127f0aa2127,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
-3157.94278377248,6678.554569082011,84,-744.9427299324532,-744.9427299324532,0.0,5188.669109217105,6372.963876905931,7,0.6768549784399641,1.0519944689522351,8,0,7.96776746485466,"[{""iteration"": 1, ""q_before"": -4015.3357243913356, ""q_after"": -3554.349510842649, ""q_diff"": 460.98621354868646, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3296.370207559376, ""q_after"": -3245.8121938199847, ""q_diff"": 50.5580137393913, ""decreased"": false}, {""iteration"": 3, ""q_before"": -3220.541658186418, ""q_after"": -3205.4347532467064, ""q_diff"": 15.106904939711512, ""decreased"": false}, {""iteration"": 4, ""q_before"": -3204.5073933148074, ""q_after"": -3192.245684095531, ""q_diff"": 12.261709219276327, ""decreased"": false}, {""iteration"": 5, ""q_before"": -3190.743658289093, ""q_after"": -3182.116527150378, ""q_diff"": 8.627131138715413, ""decreased"": false}, {""iteration"": 6, ""q_before"": -3182.033402246202, ""q_after"": -3174.0656347813474, ""q_diff"": 7.96776746485466, ""decreased"": false}, {""iteration"": 7, ""q_before"": -3187.7957936896046, ""q_after"": -3176.392653771082, ""q_diff"": 11.403139918522356, ""decreased"": false}, {""iteration"": 8, ""q_before"": -3166.4053685456634, ""q_after"": -3157.94278377248, ""q_diff"": 8.462584773183153, ""decreased"": false}]",False,0,False,consistent,8.83,1184.2947676888257,True,0,2.6709738462896686,35.21938839206308,15.790596902517677,2.6645352591003757e-15,375,A,75,15,3,1,7,poisson,bernoulli,5,8,150001,151017,e142adebc40602556f73dcdbcfab3cbcde647d0bc8b040d55cbc7b815f215646,076dec3d431fc6692244c30a8118be109a20eb994035e6b6769ab127f0aa2127,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
-3577.0882112274176,7218.93874415788,15,-106.42038999035044,-106.42038999035042,2.842170943040401e-14,7006.097964177179,7258.911304722562,1,0.6976764427398657,1.7919114784229369,8,0,0.10688626190312789,"[{""iteration"": 1, ""q_before"": -4170.369138472958, ""q_after"": -3803.166664998469, ""q_diff"": 367.2024734744891, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3729.9837855387755, ""q_after"": -3605.7487932963827, ""q_diff"": 124.23499224239276, ""decreased"": false}, {""iteration"": 3, ""q_before"": -3588.4962095823685, ""q_after"": -3578.7097943849326, ""q_diff"": 9.786415197435872, ""decreased"": false}, {""iteration"": 4, ""q_before"": -3579.2515151716198, ""q_after"": -3578.6419909088336, ""q_diff"": 0.6095242627861808, ""decreased"": false}, {""iteration"": 5, ""q_before"": -3582.115541003352, ""q_after"": -3581.7155362784097, ""q_diff"": 0.4000047249423915, ""decreased"": false}, {""iteration"": 6, ""q_before"": -3577.828499597593, ""q_after"": -3577.434723570122, ""q_diff"": 0.3937760274707216, ""decreased"": false}, {""iteration"": 7, ""q_before"": -3578.2223038541665, ""q_after"": -3578.1154175922634, ""q_diff"": 0.10688626190312789, ""decreased"": false}, {""iteration"": 8, ""q_before"": -3577.524408511601, ""q_after"": -3577.0882112274176, ""q_diff"": 0.43619728418343584, ""decreased"": false}]",False,0,False,consistent,7.54,252.81334054538257,True,0,20.58102070316927,76.05290356364098,3.3708445406051006,0.0,375,A,75,15,3,2,1,poisson,bernoulli,5,8,150002,151021,5dde5a52ac8d4328578b1399980374a478b758447695d61c97d6721cf07c1cad,6de5c6f724b57435ea2ecf2afdd0b25d51354ec37a96e8d11151be17f7e6ecfb,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
-3091.8964496285826,6309.000054549718,29,-212.8407799807009,-212.8407799807009,0.0,5883.318494588316,6386.718870660706,2,0.5797692842963639,1.3648843009805995,8,0,0.7308136497053965,"[{""iteration"": 1, ""q_before"": -4225.728504140836, ""q_after"": -3714.4568258753, ""q_diff"": 511.2716782655357, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3391.507793862468, ""q_after"": -3134.500774151244, ""q_diff"": 257.0070197112241, ""decreased"": false}, {""iteration"": 3, ""q_before"": -3115.7935882704533, ""q_after"": -3090.414953067713, ""q_diff"": 25.378635202740043, ""decreased"": false}, {""iteration"": 4, ""q_before"": -3087.1390000324345, ""q_after"": -3086.1315878167024, ""q_diff"": 1.0074122157320744, ""decreased"": false}, {""iteration"": 5, ""q_before"": -3089.305167039417, ""q_after"": -3088.348333876911, ""q_diff"": 0.9568331625059727, ""decreased"": false}, {""iteration"": 6, ""q_before"": -3081.011574194183, ""q_after"": -3080.2807605444777, ""q_diff"": 0.7308136497053965, ""decreased"": false}, {""iteration"": 7, ""q_before"": -3090.8381978450698, ""q_after"": -3089.9726525479496, ""q_diff"": 0.8655452971202067, ""decreased"": false}, {""iteration"": 8, ""q_before"": -3092.9312894329837, ""q_after"": -3091.8964496285826, ""q_diff"": 1.0348398044011446, ""decreased"": false}]",False,0,False,consistent,8.29,503.4003760723896,True,0,12.395034721296089,89.129017356497,6.712005014298529,7.105427357601002e-15,375,A,75,15,3,2,2,poisson,bernoulli,5,8,150002,151022,5dde5a52ac8d4328578b1399980374a478b758447695d61c97d6721cf07c1cad,6de5c6f724b57435ea2ecf2afdd0b25d51354ec37a96e8d11151be17f7e6ecfb,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
-2913.9487221887543,6009.2319451460335,42,-319.26116997105134,-319.26116997105134,0.0,5370.709605203931,6097.344021030056,3,0.3227279548982722,1.1780980297468473,8,0,1.1557908017939553,"[{""iteration"": 1, ""q_before"": -4134.905793920319, ""q_after"": -3625.2792720123816, ""q_diff"": 509.6265219079378, ""decreased"": false}, {""iteration"": 2, ""q_before"": -3193.6035806515, ""q_after"": -2961.0058064197656, ""q_diff"": 232.59777423173455, ""decreased"": false}, {""iteration"": 3, ""q_before"": -2938.0780728480663, ""q_after"": -2912.316172019779, ""q_diff"": 25.761900828287253, ""decreased"": false}, {""iteration"": 4, ""q_before"": -2920.599220034467, ""q_after"": -2917.4848791936765, ""q_diff"": 3.1143408407906463, ""decreased"": false}, {""iteration"": 5, ""q_before"": -2913.5698902072327, ""q_after"": -2912.051929853883, ""q_diff"": 1.5179603533497357, ""decreased"": false}, {""iteration"": 6, ""q_before"": -2920.9381831593682, ""q_after"": -2919.7823923575743, ""q_diff"": 1.1557908017939553, ""decreased"": false}, {""iteration"": 7, ""q_before"": -2919.2357091525546, ""q_after"": -2917.3071213327585, ""q_diff"": 1.928587819796121, ""decreased"": false}, {""iteration"": 8, ""q_before"": -2916.172220624645, ""q_after"": -2913.9487221887543, ""q_diff"": 2.223498435890633, ""decreased"": false}]",False,0,False,consistent,8.46,726.6344158261257,True,0,5.8078869332057135,76.1314136263274,9.688458877681674,3.552713678800501e-15,375,A,75,15,3,2,3,poisson,bernoulli,5,8,150002,151023,5dde5a52ac8d4328578b1399980374a478b758447695d61c97d6721cf07c1cad,6de5c6f724b57435ea2ecf2afdd0b25d51354ec37a96e8d11151be17f7e6ecfb,sha256-full-shape-dtype-contiguous-bytes-v2,0,[],False,False,[],-1,0,"objective-consistent (expfam/src/experimental/model_dual_expfam_consistent.py, DualExpFamLSMConsistent) - PROTOTYPE, NOT manuscript-approved (root CLAUDE.md 3)"
