family,d,trial,rmse_Z,rmse_F,rmse_sigma,rmse_Y,rmse_X,w0_err,w_err,nan_occurred,elapsed_s
bernoulli,5,0,0.24738986028516277,0.03101852178572417,0.025887219311570436,0.11072624431892646,0.2770923076154387,0.05105110627184284,0.06876499437681716,False,35.105340003967285
bernoulli,5,1,0.2566044244873099,0.03970194848840274,0.024152629942910973,0.11555134265070492,0.3199217026827798,0.06549892537587187,0.1809000377215204,False,35.02588438987732
bernoulli,5,2,0.2856377256939752,0.03872770445854593,0.0195940570587914,0.12399721704517637,0.2847801700450975,0.035444160618964826,0.12929127653486416,False,35.00960659980774
bernoulli,5,3,0.2583643774631313,0.03033212760805358,0.01552201348760468,0.1129019032881395,0.2913406976087124,0.043926934224115644,0.14277689260014936,False,34.89318895339966
bernoulli,5,4,0.24726823485952412,0.04236722104440874,0.018327525913495683,0.10931087473143579,0.29427258885428137,0.08678835248187822,0.11226256430857506,False,35.7156286239624
bernoulli,10,0,0.1973591862917336,0.034179581653077794,0.019740127331051897,0.09319339479319128,0.29940849658402147,0.0204562490955994,0.11662963590928999,False,35.24441194534302
bernoulli,10,1,0.21509052838497267,0.047969745352781944,0.010405873784926372,0.09849693725891016,0.30325918559767523,0.007887612913725195,0.04471493507754598,False,34.8607223033905
bernoulli,10,2,0.2060744462203052,0.026758032175401545,0.012103410927273987,0.09501278315165115,0.31654534914345295,0.01631632214134049,0.08542597660325457,False,35.112550020217896
bernoulli,10,3,0.19935246482748334,0.031543797871903034,0.016404885399551847,0.09601661617951024,0.311970449145061,0.07217236308796127,0.07198718798769876,False,34.871718883514404
bernoulli,10,4,0.19862289292759466,0.035396787044815255,0.017693100291316773,0.09236998537081542,0.3076238560901721,0.033430806975595195,0.07378100839499946,False,35.19893789291382
bernoulli,15,0,0.17975295080797998,0.03248055674451252,0.014874428371102125,0.08475317475894899,0.3055743592814079,0.05415636829239645,0.07841953839809035,False,35.28931736946106
bernoulli,15,1,0.17666187121768892,0.03522343549549968,0.025023867777964864,0.08371837150176259,0.3158987567452442,0.008270162405158987,0.08422621111300632,False,35.39685320854187
bernoulli,15,2,0.19255557876070079,0.02755361651072888,0.010872301627842073,0.09362237121435059,0.31631226569926546,0.054617637724894696,0.06612824521334759,False,35.590861558914185
bernoulli,15,3,0.1761216780802497,0.033081621451754056,0.015408609083773311,0.08236675391316572,0.30596838023715495,0.011308279700141255,0.03837672414471527,False,35.146419048309326
bernoulli,15,4,0.17201936929430578,0.02794725499332031,0.0182273846235587,0.08222597887568636,0.310420964063654,0.009167580090806093,0.0800015733163073,False,36.22159171104431
bernoulli,20,0,0.16133398100507254,0.033023531007980084,0.021519144375565073,0.077432408134446,0.309988620133668,0.010129326023674112,0.0525429376739357,False,35.06818246841431
bernoulli,20,1,0.16648435762306152,0.03859828489637816,0.014509875336164758,0.0799079716997913,0.3123034356718515,0.01649006194214664,0.06725618364036112,False,35.2635612487793
bernoulli,20,2,0.15613303601482803,0.029061632700929974,0.012543227357899978,0.07350628975679033,0.3181645261926336,0.015917837128038403,0.01825742524276608,False,35.38751578330994
bernoulli,20,3,0.14648133904282903,0.030127472764241135,0.016881459891622198,0.07220437912194168,0.3045557659681641,0.049961390641678705,0.03681773851838055,False,35.33222484588623
bernoulli,20,4,0.15965250522051017,0.02579892087519015,0.015792604834398684,0.07737561398256992,0.30303431209787085,0.024975058607240697,9.060478698352803e-05,False,35.225430727005005
bernoulli,25,0,0.15201526549871885,0.03700692761957014,0.015051212027355605,0.07245693544951962,0.30425616704936886,0.011218111466612779,0.1156340921100465,False,35.26781225204468
bernoulli,25,1,0.14696687524799215,0.03959920992106773,0.014247142801977124,0.07208736281015296,0.31400008332522017,0.04792690510312725,0.03745395398846063,False,35.525840282440186
bernoulli,25,2,0.14757561257435847,0.023994942134770356,0.012261182435244681,0.0763852144196026,0.3103331690472891,0.09031549158677843,0.019120694793306914,False,35.21546244621277
bernoulli,25,3,0.13805879081807826,0.030877393939200443,0.015683472154810363,0.06762221012617056,0.30783247056526686,0.022782765841379726,0.02487791163941666,False,35.46843767166138
bernoulli,25,4,0.1583601827361523,0.021558225715240555,0.015885503956296936,0.08147992446975111,0.30869404936057787,0.04679323307499872,0.018681547262284326,False,35.730154037475586
bernoulli,30,0,0.13743197922749614,0.03792247655277833,0.01334500270017472,0.0667150743016305,0.30606406824412197,0.03080177203759049,0.0735867305114084,False,35.440191984176636
bernoulli,30,1,0.130167589719499,0.03366400228020552,0.015506753530537095,0.06488818396448617,0.3135210843521831,0.008520135528114592,0.053740503599533085,False,35.65602517127991
bernoulli,30,2,0.1423874733447309,0.026963716278318627,0.014458276342046975,0.07035538240636402,0.3136978280692819,0.009330919508736102,0.037133036239004547,False,35.786710023880005
bernoulli,30,3,0.130729035190122,0.03072905924383857,0.015634900495385937,0.06538552331538737,0.3132158342314792,0.007861370843861515,0.0358285506463647,False,35.833531618118286
bernoulli,30,4,0.1285967202330953,0.029072858484082635,0.015196786195617954,0.06498502251136531,0.3069711336876607,0.004328982065200937,0.04127083181137725,False,35.97989225387573
poisson,5,0,0.20155904197198804,0.02810960695052591,0.02265315097888111,0.6717662831826883,0.2911641013713477,0.038327641390532366,0.015225658538144338,False,28.95120906829834
poisson,5,1,0.19944937418268555,0.05055492113670275,0.018319023865404994,0.6981442635663339,0.3295569935440336,0.02504335093151884,0.00799751251065317,False,29.302809238433838
poisson,5,2,0.20952936649801135,0.03216387949981888,0.016257858129124406,0.6619554639655814,0.29462276268261517,0.014664453818392152,0.0093193988155989,False,29.107543230056763
poisson,5,3,0.19318010621477733,0.028743529288631952,0.013770857884451418,0.7001222599531469,0.2965611388346616,0.010236053047299541,0.00617920616566725,False,29.266024112701416
poisson,5,4,0.1931851305058024,0.03434200994275513,0.013654213138757717,0.6050579468215475,0.2948423165388614,0.004713570923665254,0.005161226097392391,False,29.5356502532959
poisson,10,0,0.17287719966754142,0.03596511642915402,0.01798433974083378,0.5182011172461083,0.30185636432783103,0.014144899251881293,0.00034688461157866834,False,29.469693899154663
poisson,10,1,0.16538375758687898,0.04759113609956229,0.010250398175573936,0.7341088259719684,0.30993372715447,0.03136206684442374,0.007405429781706219,False,29.415393114089966
poisson,10,2,0.18097123177546715,0.02801161217654797,0.010485791225377536,0.6263164470342614,0.31338191135052945,0.018310989459582525,0.0047678098760622345,False,29.382861614227295
poisson,10,3,0.1681126112666461,0.02877714457021884,0.016847679567254654,0.6718967851061461,0.311391300229915,0.006279463744577881,0.004298674710333683,False,30.08565855026245
poisson,10,4,0.17739459979462646,0.030942985441061683,0.015811985308142127,0.6052339555922245,0.305217124507563,0.012227374540632378,0.008286946794731631,False,29.26827883720398
poisson,15,0,0.15371750079348734,0.034046264000893604,0.013067860939371024,0.5744973828068031,0.3051712778427175,0.03138672475029069,0.0073845050543117075,False,29.2918541431427
poisson,15,1,0.15751011273479346,0.05261710421063294,0.023778610049319856,0.7132570798852245,0.3141707927626696,0.0534175096909767,0.026254760656777176,False,29.545441389083862
poisson,15,2,0.1648678038165283,0.029734965059083227,0.011099256260195204,0.6766566523294157,0.321638713390449,0.031046655178478638,0.014498408706642985,False,29.510207414627075
poisson,15,3,0.1480876664489265,0.03429981225685569,0.014699011774395455,0.5736945511044099,0.30961681883615977,0.009607691631557695,0.003331780985720345,False,29.476659059524536
poisson,15,4,0.1478229372926469,0.024925489062577376,0.015579406419854098,0.639681257037198,0.31052935163040923,0.010802585687471765,0.002592510054262309,False,29.898234367370605
poisson,20,0,0.14359149518783196,0.03270329781933256,0.02144913490243247,0.5238928329127124,0.3094237055039972,0.028669842200526936,0.01068185605089672,False,29.92413353919983
poisson,20,1,0.26476441492211256,0.2884383234099778,0.014717560010642478,0.9224683310682038,0.3131307400110268,0.07607238594009229,0.0901997149277643,False,28.80663514137268
poisson,20,2,0.14222684386331155,0.026484354834161266,0.010895122499685569,0.5635692558297457,0.3165035416164733,0.005900834099092753,0.003211042944942344,False,28.79051923751831
poisson,20,3,0.13422543039518384,0.03314144534941901,0.015620760677057352,0.6455156562804638,0.3046021150882461,0.02029451571153761,0.008854067988415537,False,28.6824049949646
poisson,20,4,0.18323358126983294,0.07882390801861719,0.01580376289252667,0.7515254948585484,0.300619243655202,0.0866480587123244,0.06727825062103959,False,28.59706449508667
poisson,25,0,0.1368211845549992,0.034993135439817837,0.015647209630049293,0.5536559445484569,0.304914909880251,0.04185547775336548,0.01265821591648092,False,28.817522764205933
poisson,25,1,0.25000772140916616,0.22376277728757427,0.015004423643056186,1.265379599140799,0.31634916677891634,0.08713721871182994,0.08645098304208648,False,28.828057050704956
poisson,25,2,0.14380201205821921,0.024296648074810412,0.01163035166970562,0.5915754550481619,0.3107381372484924,0.003554566907830903,0.00604360696159717,False,28.967929363250732
poisson,25,3,0.12787443381817584,0.031153759323636662,0.01627538518364521,0.5668404727296155,0.3076145661361571,0.018667935610972932,0.004104740317252997,False,28.955421209335327
poisson,25,4,0.14001944858237256,0.02506987699569119,0.014523960603361846,0.5395276128450383,0.3092969495641891,6.819209161500195e-05,0.0012508137651129347,False,30.423707723617554
poisson,30,0,0.12678523165352074,0.033335242227925915,0.012802362243120426,0.5196902622487142,0.3052986277736604,0.025367522101733347,0.01325087648535589,False,29.717111349105835
poisson,30,1,0.22344291794522173,0.19101811807568558,0.01601702569720993,0.9739713548275161,0.3150250278263285,0.08605325793785389,0.07516600872030349,False,29.36756134033203
poisson,30,2,0.1323195209218506,0.025099847320335898,0.01377248516821439,0.563484964562319,0.31340238748229193,0.0009102856987281627,0.003215080514241686,False,29.2936053276062
poisson,30,3,0.1211213113222936,0.0335963790016673,0.014761557584892174,0.5349676951873996,0.31233836611391497,0.016712289196528993,0.008567094875386316,False,29.498414039611816
poisson,30,4,0.12416358966882682,0.02969968061254649,0.015219308600508732,0.48759529555543013,0.30641440619035454,0.007974441492108781,0.007578889544569423,False,28.955796003341675
gaussian,5,0,0.028030529228348512,0.02595043169960927,0.015096335175342384,0.03360766740662794,0.30329179163296116,0.0004139610523797091,4.328175646933774e-05,False,22.028924465179443
gaussian,5,1,0.028344535988918427,0.047518420405762644,0.01615454328929283,0.034025910490215985,0.3306959638138131,0.0002706344203339182,0.00044895120901844443,False,21.87061858177185
gaussian,5,2,0.029083467436616255,0.029814258166952826,0.009146899787636031,0.03555904927598659,0.3061341940818993,0.0009560315078428325,9.708627618520982e-05,False,21.818460941314697
gaussian,5,3,0.028524740296830664,0.030267655529965746,0.010104469950400081,0.034514164134571,0.30514356376874735,0.0007915073017487331,9.00512884677851e-05,False,21.705947399139404
gaussian,5,4,0.027905674359478654,0.03183316528536777,0.00866342364560034,0.033994697176614914,0.3068729939287157,0.0013073737395432592,0.0011597454737605206,False,21.623780727386475
gaussian,10,0,0.029356946565437102,0.033676653707490976,0.012676195288014006,0.03522437680381596,0.30747186616548444,0.0011604388173553286,2.7557284930868065e-05,False,21.48497772216797
gaussian,10,1,0.028662090564070583,0.04694753164914526,0.008928215060886794,0.034424977848920624,0.31217218348279224,0.000207643997009364,0.001019641907026969,False,21.76822519302368
gaussian,10,2,0.028867336618996407,0.026861114725787227,0.008451643945313999,0.035091361475028504,0.31760439009775404,0.0003657120277782113,0.0006584246350562761,False,21.927576541900635
gaussian,10,3,0.028648041603152784,0.03240028699245942,0.016325057141751715,0.034631894939366234,0.3193017542290097,4.2636719866176464e-05,0.001043641467058154,False,21.797073364257812
gaussian,10,4,0.029686468798963875,0.031217930369614247,0.012406881769796286,0.03619504472228861,0.31186278463413225,0.0006155231012925154,0.00029493686615783554,False,21.551493883132935
gaussian,15,0,0.029334275846104547,0.031888568477681116,0.014393027162822484,0.0353451029112743,0.3079752479279439,0.0008185670607957515,0.00031713884190237573,False,21.982901334762573
gaussian,15,1,0.028687761579353887,0.03767259644591231,0.019334758822743103,0.03458661098045369,0.32203963664846397,0.0004981683174152319,6.723036374922664e-05,False,21.824699640274048
gaussian,15,2,0.028301728029676277,0.025353454562559045,0.012220821342105458,0.03463832853488575,0.32290631963116995,0.0008139646608822028,0.000788621307988957,False,21.98446011543274
gaussian,15,3,0.029174437568164,0.03239256245248721,0.014142818176160447,0.03500756899818749,0.3108015914254293,3.701179914060562e-05,0.00014192750736186088,False,21.904287576675415
gaussian,15,4,0.02861556960373943,0.024082407767500594,0.014558408882031354,0.03468194447216247,0.30983321905333044,0.0008116197888114011,0.0007653699281603976,False,22.48635220527649
gaussian,20,0,0.02787038190651409,0.030829207852451242,0.01752321211130094,0.03340004942692545,0.31046471082328475,0.0006009175695605909,0.000184419303399741,False,22.07241201400757
gaussian,20,1,0.02736788788109828,0.03930789631157734,0.014834186656338231,0.033132462782095515,0.31785288313689336,0.0003326486970682318,0.00012256973354118905,False,22.309900522232056
gaussian,20,2,0.029047913208089644,0.027026983612224376,0.010774215683802395,0.03529045467682809,0.31793464815255584,0.00046392291563059247,0.00028668637259948726,False,22.150837182998657
gaussian,20,3,0.028557817636326387,0.031491914444527626,0.014742042058323506,0.03444176601248465,0.30709117826070137,0.0004128372063290606,8.415699625574646e-05,False,22.281261205673218
gaussian,20,4,0.028324436601169064,0.02695794668692503,0.013782950777722281,0.034306603886507206,0.30433081940839957,0.00012484289980078204,0.000783037846688428,False,22.627870082855225
gaussian,25,0,0.02949087257115812,0.03273968457596055,0.014162620850519926,0.03532411620797163,0.3075088370464637,0.00045189465580308924,0.0008212935134785937,False,22.61833882331848
gaussian,25,1,0.027387666755095942,0.03649457821661725,0.0124260385448188,0.03298907534039393,0.31733030462775236,0.0011885100882870496,0.0003868189924617349,False,22.475937366485596
gaussian,25,2,0.02824566138894468,0.024818931949329208,0.011257304279411665,0.034495289900538975,0.3130942169679641,0.0010590616039078632,0.0012380228699332418,False,22.607725620269775
gaussian,25,3,0.02790931717226261,0.028814997962432806,0.014083575426795485,0.03364953261714565,0.3093613048766922,6.026073541807802e-05,0.00011620961146624476,False,22.23385000228882
gaussian,25,4,0.028513413956590124,0.023100555462193726,0.013847783703669679,0.03470618391361287,0.31095386714684564,0.000259376694739978,0.0006547650442805253,False,22.362136363983154
gaussian,30,0,0.028882304906353552,0.03137581623969783,0.012362435870850041,0.03428947915249085,0.3067686906724749,0.0014224058208321443,0.00021198952034456875,False,22.48034143447876
