family,k_est,k_true,trial,data_seed,rmse_Z,rmse_X,Q_final,w0_est,w_est,nan_occurred,elapsed_s
bernoulli,1,3,0,5000,1.1721309107269435,0.7681345502613636,-9044.980375767753,-0.6738499127408489,1.0134466286462396,False,29.567112922668457
bernoulli,1,3,1,5017,1.038394834732795,0.7372533562358776,-8974.822030523797,-0.6803090608126616,1.016999445513257,False,29.1202712059021
bernoulli,1,3,2,5034,1.1687411234535379,0.8081266104663789,-9121.008943717254,-0.6740819596346941,1.1287918984839522,False,29.118539333343506
bernoulli,1,3,3,5051,0.8961261842868699,0.6907334121880464,-9065.96534184782,-0.6433925341237264,0.8576964010846584,False,30.982293844223022
bernoulli,1,3,4,5068,1.1178212724489018,0.7459905142405318,-8945.105788835934,-0.619695692961676,1.0446526700648056,False,29.976303100585938
bernoulli,2,3,0,5000,0.47393284002624414,0.5918709656467466,-7806.784329602806,-0.7886455342107974,1.1536990315475044,False,33.20517683029175
bernoulli,2,3,1,5017,0.6946452753597877,0.5288939464366911,-7647.411760331331,-0.7901497343084174,1.131047382507582,False,32.25496244430542
bernoulli,2,3,2,5034,0.7912309413326206,0.5281898563287186,-7386.115418722498,-0.7851709536910972,1.19917991643181,False,32.180553913116455
bernoulli,2,3,3,5051,1.0113642819432191,0.5052052060815763,-7691.018676524963,-0.7420927959225632,1.0300969165247682,False,32.45542240142822
bernoulli,2,3,4,5068,0.8334238534236329,0.5640324765375111,-7658.557257316,-0.7250023243815011,1.202641661668415,False,33.317671060562134
bernoulli,3,3,0,5000,0.16689969019585024,0.30512864032556947,-5699.77593026737,-1.0030455183483247,1.4196496268575456,False,33.45688986778259
bernoulli,3,3,1,5017,0.1791502869611496,0.31906553575237556,-5907.491362388919,-0.9836743208044035,1.4202378434856109,False,33.36067724227905
bernoulli,3,3,2,5034,0.17806448377225279,0.3139627029429897,-5726.350656945363,-0.988834406114333,1.4500282363057224,False,33.62929582595825
bernoulli,3,3,3,5051,0.19534657500217914,0.32664091418174274,-6041.168271789095,-0.9353342365832814,1.403554648019351,False,33.49540710449219
bernoulli,3,3,4,5068,0.17338558259846298,0.3085494127504884,-5880.150476832443,-0.8896812136714598,1.4273964997235224,False,33.724841356277466
bernoulli,4,3,0,5000,0.33796378983509595,0.30389221965144275,-5916.218490585152,-1.0021460501968014,1.1296409997510704,False,33.648106813430786
bernoulli,4,3,1,5017,0.4925592898120054,0.3125370615265195,-6077.183917399009,-0.9789684929381653,1.1402037912452985,False,33.473257064819336
bernoulli,4,3,2,5034,0.5380372860153284,0.31157962714188375,-5924.541303763062,-0.9865262249917409,1.1619808982783553,False,33.435219287872314
bernoulli,4,3,3,5051,0.5621257665626438,0.3195592663357922,-6226.294520876422,-0.9379686409650388,1.128287832491604,False,34.12138843536377
bernoulli,4,3,4,5068,0.4139670926360817,0.30252047660615666,-6063.434019593551,-0.8860952591236072,1.1343307189991982,False,33.750569581985474
bernoulli,5,3,0,5000,0.6390466123436307,0.30399528729371633,-6082.614084674703,-0.9979710991346846,0.9624579149431852,False,34.46878385543823
bernoulli,5,3,1,5017,0.5835834818664607,0.31638467643908014,-6272.946571053171,-0.9817187985005275,0.9648547718073913,False,34.18856358528137
bernoulli,5,3,2,5034,0.6020473150617761,0.3033889572024253,-6106.701505430094,-0.9790205869055133,0.9877397451304706,False,34.169156074523926
bernoulli,5,3,3,5051,0.592181595267159,0.31614846269205155,-6421.966975171647,-0.9394673794114032,0.939425179646305,False,34.09131717681885
bernoulli,5,3,4,5068,0.708851973456569,0.3058698702289543,-6275.689220424219,-0.8905493814348833,0.9596995890360343,False,34.329425573349
bernoulli,6,3,0,5000,0.7522045386295824,0.29385061970214094,-6284.167889202969,-0.996379953604704,0.839948950911758,False,35.053635358810425
bernoulli,6,3,1,5017,0.5933333458077646,0.30894909291443995,-6508.21638658767,-0.9814332703805668,0.8434363967781976,False,35.07559108734131
bernoulli,6,3,2,5034,0.6050530826739313,0.3005042296447861,-6301.677412677546,-0.984880495373832,0.8561816982981801,False,34.8784556388855
bernoulli,6,3,3,5051,0.593674034838476,0.31356475944633805,-6609.975248344851,-0.9341403000270792,0.8214604699445167,False,34.8366265296936
bernoulli,6,3,4,5068,0.7072269701794144,0.3000011593623429,-6461.5944021037485,-0.8917877980172889,0.8409770574216733,False,34.89048147201538
poisson,1,3,0,5000,1.1189286337904525,0.769198237762548,-9476.307017097335,0.2444340924246032,0.520094468253416,False,22.84544086456299
poisson,1,3,1,5017,0.9576361097377029,0.7365675323988723,-9662.667435204648,0.24423961950326856,0.5143954767621725,False,23.165648460388184
poisson,1,3,2,5034,0.6610066365540478,0.825850551371879,-9225.825722810365,0.22266964656090243,0.549162325178678,False,23.08778214454651
poisson,1,3,3,5051,1.2763516670675756,0.8683226817927442,-7688.573738623779,0.22949319897718753,0.5946082695714281,False,23.146561861038208
poisson,1,3,4,5068,1.1639072797399026,0.7460601799120946,-9587.282622824561,0.27961070508690083,0.49140121793962654,False,23.15559434890747
poisson,2,3,0,5000,0.5526742257072637,0.593606949377717,-6522.976888775958,0.10859626514064938,0.5226038216851535,False,26.3189754486084
poisson,2,3,1,5017,0.7642937253671399,0.539890950465465,-6660.591182987759,0.12247719637121214,0.5023816514946531,False,26.356131315231323
poisson,2,3,2,5034,0.9745528905126173,0.5677848330137585,-6632.153457693528,0.1224165367856159,0.503883178556862,False,26.322852611541748
poisson,2,3,3,5051,0.6223029337760153,0.6288809969153224,-4447.221527425621,0.10752653849563208,0.5370221731698758,False,26.21914768218994
poisson,2,3,4,5068,0.8876854241325015,0.539394235673831,-6083.814408559273,0.13910177551356545,0.5064468949181964,False,26.163475036621094
poisson,3,3,0,5000,0.1516793276094759,0.3038756541566666,-3745.2543623933334,0.00499163482080838,0.5017732379939768,False,26.985000610351562
poisson,3,3,1,5017,0.1635762709124591,0.3157707142355098,-3644.4125461625904,-0.0010244813316026861,0.4995497306463377,False,27.13106918334961
poisson,3,3,2,5034,0.16259965724026773,0.31464876889610033,-3614.565821633891,0.010624233398054059,0.49393237947948276,False,27.223419904708862
poisson,3,3,3,5051,0.1598181112183805,0.32595128774021054,-1649.2865357680053,0.05093552642068485,0.4834739145929891,False,27.29217553138733
poisson,3,3,4,5068,0.1585774980024013,0.30749338495567746,-3374.0183042617355,0.030510641368638177,0.49194622963134366,False,27.18609929084778
poisson,4,3,0,5000,0.2239197559078116,0.30507238204728443,-3952.0883414597083,0.01853574809067064,0.39818775143137275,False,27.124018907546997
poisson,4,3,1,5017,0.6800158353172663,0.30805604612859677,-3790.6190218268,-0.004063315273032072,0.4007243291636429,False,27.091203212738037
poisson,4,3,2,5034,0.4174701309970049,0.30999225770225586,-3790.971972480751,0.015880565164661666,0.3965236258632287,False,27.237616777420044
poisson,4,3,3,5051,0.5176149502231311,0.32363646958746684,-1825.1949992682125,0.039392319784908654,0.3815356271493932,False,27.052677154541016
poisson,4,3,4,5068,0.5557060031461313,0.2978982783731979,-3539.46474870407,0.03795477602253967,0.3914012651014276,False,27.181875228881836
poisson,5,3,0,5000,0.45079859001276895,0.2987147478418507,-4108.111122746088,0.005270838334939907,0.3427089385061113,False,28.18281364440918
poisson,5,3,1,5017,0.6238174123839779,0.31105948236232517,-3995.6660492167925,0.0014190942005968888,0.339571626432342,False,28.09551763534546
poisson,5,3,2,5034,0.7153418929512801,0.304368164356636,-3966.3950771296827,0.017592165637215697,0.3375574311635317,False,28.172424793243408
poisson,5,3,3,5051,0.4743602487952475,0.322115483752682,-2002.7603490624983,0.03838235798909471,0.3350982229906357,False,28.161993503570557
poisson,5,3,4,5068,0.3996057858488674,0.29583602683043736,-3741.9090469365096,0.04181316157460424,0.3314706930753744,False,28.27126717567444
poisson,6,3,0,5000,0.8006575094124734,0.29196678125742637,-4303.978643525613,0.009950626988866297,0.30117489430839295,False,28.922826766967773
poisson,6,3,1,5017,0.5389869828259434,0.30248928255590785,-4172.740694314535,-0.0003632027595571856,0.29982501151256385,False,29.045692443847656
poisson,6,3,2,5034,0.4711761572462979,0.3005834211767116,-4189.880306025547,0.025317703039209334,0.28872995007456687,False,28.97789454460144
poisson,6,3,3,5051,0.6731681466167347,0.31520699082553766,-2180.9368359494465,0.03524525430625326,0.29121481913166947,False,28.971970796585083
poisson,6,3,4,5068,0.6690498317239312,0.30015632552340216,-3927.8782556106753,0.029969275358583878,0.2962634983208814,False,28.92802333831787
gaussian,1,3,0,5000,1.070268754143695,0.764087710849436,-4104.001148577559,-0.006544494572452619,0.5168766136609964,False,19.18913221359253
gaussian,1,3,1,5017,0.9857826348744402,0.7473024194399571,-4023.90966764639,-0.008205328528477239,0.5196720129074013,False,19.3958261013031
gaussian,1,3,2,5034,0.86465173111198,0.8130853794502194,-3948.878525360628,-0.006244608112787539,0.5389485470216998,False,19.157840728759766
gaussian,1,3,3,5051,1.077289264311434,0.7915114519451147,-4209.302997131225,-0.006099745336548798,0.5386842280866925,False,19.414722681045532
gaussian,1,3,4,5068,1.0940459515381253,0.7446778114266043,-4055.1206049742095,-0.006043303390082173,0.4988023904581014,False,19.37916135787964
gaussian,2,3,0,5000,0.5389535961558729,0.5879994353733419,859.119880293982,-0.0028782775477519855,0.5186017595236808,False,22.426316022872925
gaussian,2,3,1,5017,0.72374324183622,0.5197805235602146,274.3115056656665,-0.0056250861628622745,0.5026481658113573,False,22.03542685508728
