strategy,k,sample_id,orig_node_id,label,label_name,z_pc1,z_pc2,pca_used,z_1,z_2,z_3,z_4,z_5
balanced_random,2,0,1106671,0,Neural_Networks,-1.2601240210469078,0.5352621868159393,False,-1.2601240210469078,0.5352621868159393,,,
balanced_random,2,1,735311,0,Neural_Networks,-0.683916017967693,-0.5128461102168989,False,-0.683916017967693,-0.5128461102168989,,,
balanced_random,2,2,1120049,0,Neural_Networks,-0.3001234055477778,-1.191350969895259,False,-0.3001234055477778,-1.191350969895259,,,
balanced_random,2,3,13654,0,Neural_Networks,-1.3149906602082624,-0.48896232094220976,False,-1.3149906602082624,-0.48896232094220976,,,
balanced_random,2,4,133550,0,Neural_Networks,0.3012659993634419,-0.969581899561362,False,0.3012659993634419,-0.969581899561362,,,
balanced_random,2,5,1118347,0,Neural_Networks,-0.417180237295532,-0.8076164007948288,False,-0.417180237295532,-0.8076164007948288,,,
balanced_random,2,6,672070,0,Neural_Networks,-0.6713334623060044,-0.7665722801139863,False,-0.6713334623060044,-0.7665722801139863,,,
balanced_random,2,7,211875,0,Neural_Networks,-0.8695693814835115,-0.0006895183104756062,False,-0.8695693814835115,-0.0006895183104756062,,,
balanced_random,2,8,675649,0,Neural_Networks,-0.06573678477198941,-1.191190411363271,False,-0.06573678477198941,-1.191190411363271,,,
balanced_random,2,9,1136393,0,Neural_Networks,-0.5739472906940621,-0.6704818218605939,False,-0.5739472906940621,-0.6704818218605939,,,
balanced_random,2,10,13686,0,Neural_Networks,-1.229376137099825,0.7340324572179489,False,-1.229376137099825,0.7340324572179489,,,
balanced_random,2,11,193931,0,Neural_Networks,-0.9144122392103945,0.007981001187689168,False,-0.9144122392103945,0.007981001187689168,,,
balanced_random,2,12,1122304,0,Neural_Networks,-1.2685418593284548,-1.1413513517965737,False,-1.2685418593284548,-1.1413513517965737,,,
balanced_random,2,13,33823,0,Neural_Networks,-0.17046253642498843,-1.2638829976875248,False,-0.17046253642498843,-1.2638829976875248,,,
balanced_random,2,14,617378,0,Neural_Networks,-0.3331261780707051,-0.47805151874800395,False,-0.3331261780707051,-0.47805151874800395,,,
balanced_random,2,15,120084,0,Neural_Networks,-1.007177005130358,0.10909926439006008,False,-1.007177005130358,0.10909926439006008,,,
balanced_random,2,16,1113035,0,Neural_Networks,-0.6440739395159129,-0.6468288191248315,False,-0.6440739395159129,-0.6468288191248315,,,
balanced_random,2,17,13656,0,Neural_Networks,-0.9422180941753808,0.04733221827160555,False,-0.9422180941753808,0.04733221827160555,,,
balanced_random,2,18,1140040,0,Neural_Networks,0.15118700106176022,-1.467669553297236,False,0.15118700106176022,-1.467669553297236,,,
balanced_random,2,19,1112026,0,Neural_Networks,0.1952281268369158,-1.1226546894507101,False,0.1952281268369158,-1.1226546894507101,,,
balanced_random,2,20,119956,0,Neural_Networks,0.041984936618102736,-0.9798226475314592,False,0.041984936618102736,-0.9798226475314592,,,
balanced_random,2,21,1107728,0,Neural_Networks,-0.9156523449232334,-0.187979616275112,False,-0.9156523449232334,-0.187979616275112,,,
balanced_random,2,22,1135899,0,Neural_Networks,-0.7212471064422077,-0.13370336793799892,False,-0.7212471064422077,-0.13370336793799892,,,
balanced_random,2,23,340299,0,Neural_Networks,0.05731608340251611,-0.8340881746229492,False,0.05731608340251611,-0.8340881746229492,,,
balanced_random,2,24,240321,0,Neural_Networks,-0.04771916409344762,-1.2845676920294946,False,-0.04771916409344762,-1.2845676920294946,,,
balanced_random,2,25,83847,0,Neural_Networks,-0.5297573684156617,-1.0044275859708105,False,-0.5297573684156617,-1.0044275859708105,,,
balanced_random,2,26,131117,0,Neural_Networks,-1.6660474908867333,0.5819082799072955,False,-1.6660474908867333,0.5819082799072955,,,
balanced_random,2,27,1120059,0,Neural_Networks,-0.9096020490483618,-0.07370602570869517,False,-0.9096020490483618,-0.07370602570869517,,,
balanced_random,2,28,3220,0,Neural_Networks,-1.875453447192924,0.02092793778538579,False,-1.875453447192924,0.02092793778538579,,,
balanced_random,2,29,143676,0,Neural_Networks,-0.48110967569157126,-0.47588340141912766,False,-0.48110967569157126,-0.47588340141912766,,,
balanced_random,2,30,285687,0,Neural_Networks,-0.24619800762532434,-0.8180888570524746,False,-0.24619800762532434,-0.8180888570524746,,,
balanced_random,2,31,31336,0,Neural_Networks,0.0991940383721278,-1.0713203169722676,False,0.0991940383721278,-1.0713203169722676,,,
balanced_random,2,32,83746,0,Neural_Networks,-1.367221250594239,0.07280726394207568,False,-1.367221250594239,0.07280726394207568,,,
balanced_random,2,33,7537,0,Neural_Networks,-0.4712310382854407,-0.9312758018495687,False,-0.4712310382854407,-0.9312758018495687,,,
balanced_random,2,34,93318,0,Neural_Networks,-0.9569581429925321,-0.2829760993304376,False,-0.9569581429925321,-0.2829760993304376,,,
balanced_random,2,35,162075,0,Neural_Networks,-0.05296382926801014,-0.7326595063643397,False,-0.05296382926801014,-0.7326595063643397,,,
balanced_random,2,36,133567,0,Neural_Networks,-0.49817900925554165,-0.9809861620159421,False,-0.49817900925554165,-0.9809861620159421,,,
balanced_random,2,37,1113828,0,Neural_Networks,-0.6393846883246515,-0.5724003255210975,False,-0.6393846883246515,-0.5724003255210975,,,
balanced_random,2,38,69392,0,Neural_Networks,-0.9322517803601962,-0.0046823930305890556,False,-0.9322517803601962,-0.0046823930305890556,,,
balanced_random,2,39,87482,0,Neural_Networks,-0.34226381652407223,-0.5261390364187722,False,-0.34226381652407223,-0.5261390364187722,,,
balanced_random,2,40,20857,1,Rule_Learning,-1.6770245951807066,0.4160643419012698,False,-1.6770245951807066,0.4160643419012698,,,
